name,lat,lon,addr:city,tower:construction,tower:type,tourism,height,building,wikipedia,charge,start_date,access,surveillance,man_made
Unnamed POI,49.4739796,17.1135867,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.4779205,17.1203306,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.4724489,17.1067513,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.4562426,17.1160293,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.4707002,17.1065813,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.458609,17.111778,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.4761259,17.1142198,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.4763019,17.1398584,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.4736616,17.1105669,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.4756583,17.088584,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.4808541,17.1482214,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.472605,17.115196,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.4714617,17.1135859,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.4713051,17.1136491,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.4764557,17.092147,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.4680414,17.0993194,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.4814022,17.1485783,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.9422747,15.8997755,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.9432821,15.8998855,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,outdoor,surveillance
Unnamed POI,49.7710397,17.121559,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7727589,17.1209924,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7648999,17.124154,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7660257,17.1151627,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7676432,17.112578,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7703973,17.1153924,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7705924,17.117594,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7761058,17.1168046,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7788165,17.1165743,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7279045,17.2814618,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7245988,17.2892196,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7304416,17.2988947,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7199084,17.2913876,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7301792,17.2986509,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7280019,17.2796788,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7244353,17.2974899,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7270645,17.2985178,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.732143,17.2998291,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7320415,17.2976823,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7314847,17.2998246,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7297018,17.2986465,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.730011,17.2969315,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7273119,17.2971305,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7243332,17.3013729,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7260382,17.2959648,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7263372,17.293289,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7267336,17.2746621,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7205239,17.2859458,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7002116,17.0753016,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7014769,17.0756858,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7024543,17.0760987,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7075216,17.0804791,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7004907,17.0746063,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.6994144,17.0760117,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7047235,17.0776873,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7027241,17.0728934,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7022404,17.0753909,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7020621,17.0746257,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.6955603,17.0739055,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.2280586,17.2065144,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.2269836,17.186476,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.2315255,17.206661,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.2286811,17.203807,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.22954,17.2043857,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.2309829,17.2037895,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.2265431,17.2073381,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.224702,17.1982634,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.2299752,17.2057873,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.2289461,17.2058151,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.2305713,17.2097893,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.2237028,17.2004451,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.2243151,17.1932553,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.226173,17.2047072,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1531487,16.8766238,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1540044,16.8780876,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1530536,16.8744792,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1524474,16.8741505,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1561127,16.8778494,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1510409,16.8815275,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1453107,16.8777929,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1490556,16.8765622,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1506697,17.00305,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1477028,17.0019043,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1485692,17.0064595,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1487891,17.004479,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1525067,16.9930089,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1501339,16.9994531,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1547791,16.9986184,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1457406,16.9994869,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1491894,17.0074225,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,48.9751607,16.5159305,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,48.9808572,16.5196968,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,48.9809731,16.522983,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,48.9818275,16.5244493,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,48.9824493,16.5248179,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,48.983217,16.5251122,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,48.9839389,16.5191976,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,48.979241,16.5257916,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,48.9832808,16.5240423,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.5270937,13.7632922,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,50.5272105,13.7630562,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,50.2739736,17.0513311,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,50.5269688,13.7639929,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,50.3723478,12.9116947,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.7476969,18.6243729,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7466433,18.6240311,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7442942,18.6233114,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7490326,18.6234442,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7386649,18.6270209,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7457917,18.6249073,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7466199,18.6269987,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7430391,18.6229739,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7441754,18.6254908,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7432127,18.625724,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.737675,18.6237331,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7376497,18.6256092,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7357933,18.6208161,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7340119,18.6156273,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7335833,18.6174166,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7346816,18.6178697,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7486817,18.5878872,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7495616,18.6075446,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7504915,18.6111619,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7445912,18.613927,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7578601,18.611608,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7431602,18.6210828,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7449512,18.6196652,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7467361,18.6252621,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7422164,18.6088735,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7240023,18.6002219,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.7455207,18.6243803,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,50.5422383,14.37509,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.1934157,16.6003427,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.1936734,16.6022083,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.1943627,16.5975842,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.1952847,16.5984743,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.1952117,16.5998499,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,49.1938243,16.5978475,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,50.1162758,14.2933338,Unknown,Unknown,Unknown,viewpoint,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Unnamed POI,48.8104115,14.3205723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance
Unnamed POI,48.8104105,14.3205748,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,surveillance
Unnamed POI,49.2590986,14.7207643,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.2538087,14.7215695,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.2562477,14.717309,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.256119,14.7181396,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.2583385,14.7185816,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.2640209,14.7096521,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.2553253,14.7259425,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.2593923,14.7110291,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.2555454,14.7174363,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.2624387,14.7230107,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1867467,14.6987804,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1866006,14.698411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1882061,14.7014581,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1932831,14.7160014,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1846151,14.6987266,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1804826,14.6942351,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1854289,14.7012256,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1855917,14.7012537,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1988834,14.7166275,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1883057,14.6970326,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.1956266,14.7189568,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.0535118,14.4312757,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.0517481,14.4348633,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
Unnamed POI,49.0533743,14.43402,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,public,surveillance
